domain,problem,problem_size,compiled,planner,run,n_steps,time,bytes,n_eval,n_expand,n_landmarks,correct_goal
Blocksworld,prob38,18,true,GoalCount,1,-1,-1.0,55171030597,3577590,1317300,115,false
Blocksworld,prob38,18,true,HAdd,1,-1,-1.0,33079440003,594640,115608,115,false
Blocksworld,prob38,18,true,LM_Count,1,-1,-1.0,26690563732,1988115,261457,115,false
Blocksworld,prob38,18,true,LM_Local-HAdd,1,-1,-1.0,40804885526,34628,6533,34,false
Blocksworld,prob38,18,true,LM_Local_Smart-HAdd,1,-1,-1.0,46397423267,748522,142453,34,false
Blocksworld,prob39,19,false,GoalCount,1,-1,-1.0,112650123632,433928,190135,115,false
Blocksworld,prob39,19,false,HAdd,1,-1,-1.0,75817739192,353447,58515,115,false
Blocksworld,prob39,19,false,LM_Count,1,-1,-1.0,68349792008,358041,57461,115,false
Blocksworld,prob39,19,false,LM_Local-HAdd,1,-1,-1.0,73879563880,337579,56486,34,false
Blocksworld,prob39,19,false,LM_Local_Smart-HAdd,1,-1,-1.0,79940996344,266364,44970,34,false
Blocksworld,prob39,19,true,GoalCount,1,-1,-1.0,57237042885,3082619,1235510,115,false
Blocksworld,prob39,19,true,HAdd,1,-1,-1.0,33355445691,582236,109929,115,false
Blocksworld,prob39,19,true,LM_Count,1,-1,-1.0,26203427164,1933683,241494,115,false
Blocksworld,prob39,19,true,LM_Local-HAdd,1,-1,-1.0,42241505958,738593,136801,34,false
Blocksworld,prob39,19,true,LM_Local_Smart-HAdd,1,-1,-1.0,43199642915,738185,136710,34,false
Blocksworld,prob40,19,false,GoalCount,1,-1,-1.0,113492226192,410187,196320,119,false
Blocksworld,prob40,19,false,HAdd,1,72,132.9092106,55165536504,270741,37790,119,true
Blocksworld,prob40,19,false,HAdd,2,72,140.5086163,55165536504,270741,37790,119,true
Blocksworld,prob40,19,false,HAdd,3,72,140.9094919,55165536504,270741,37790,119,true
Blocksworld,prob40,19,false,LM_Count,1,-1,-1.0,85781579920,269244,114622,119,false
Blocksworld,prob40,19,false,LM_Local-HAdd,1,-1,-1.0,74815806664,117465,15070,35,false
Blocksworld,prob40,19,false,LM_Local_Smart-HAdd,1,-1,-1.0,79213193528,39452,4631,35,false
Blocksworld,prob40,19,true,GoalCount,1,-1,-1.0,54706943781,3053031,1291952,119,false
Blocksworld,prob40,19,true,HAdd,1,72,84.8681923,15898847579,272680,37982,119,true
Blocksworld,prob40,19,true,HAdd,2,72,81.2454756,15866772440,272680,37982,119,true
Blocksworld,prob40,19,true,HAdd,3,72,79.2782126,15866772440,272680,37982,119,true
Blocksworld,prob40,19,true,HAdd,4,72,83.0599161,15866772440,272680,37982,119,true
Blocksworld,prob40,19,true,LM_Count,1,-1,-1.0,32717230396,1526207,476959,119,false
Blocksworld,prob40,19,true,LM_Local-HAdd,1,-1,-1.0,40621172606,120286,15442,35,false
Blocksworld,prob40,19,true,LM_Local_Smart-HAdd,1,-1,-1.0,43369340323,48450,5570,35,false
Blocksworld,prob41,20,false,GoalCount,1,-1,-1.0,113615895216,440669,184360,126,false
Blocksworld,prob41,20,false,HAdd,1,-1,-1.0,73191862616,341678,45327,126,false
Blocksworld,prob41,20,false,LM_Count,1,-1,-1.0,63236328104,414081,30952,126,false
Blocksworld,prob41,20,false,LM_Local-HAdd,1,-1,-1.0,73594235768,22930,2720,36,false
Blocksworld,prob41,20,false,LM_Local_Smart-HAdd,1,-1,-1.0,76662615512,112536,11279,36,false
Blocksworld,prob41,20,true,GoalCount,1,-1,-1.0,58348105877,3146567,1180976,126,false
Blocksworld,prob41,20,true,HAdd,1,-1,-1.0,34440222515,551160,74733,126,false
Blocksworld,prob41,20,true,LM_Count,1,-1,-1.0,23158450700,1926925,147550,126,false
Blocksworld,prob41,20,true,LM_Local-HAdd,1,-1,-1.0,39705389014,16259,1841,36,false
